ticker,company_name,sector,industry,current_price,market_cap,trailing_pe,forward_pe,eps_current_year,forward_eps,earnings_growth_decimal,revenue_growth_decimal,peg_ratio_raw,peg_ratio_fallback,peg_ratio_final,sec_filings_url
NEM,Newmont,Materials,Gold,42.72,49055805440.0,,,-2.17,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEM
NWSA,News Corp (Class A),Communication Services,Publishing,28.12,16623195136.0,45.35484,,0.62,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWSA
NWS,News Corp (Class B),Communication Services,Publishing,31.65,16625808384.0,51.048386,,0.62,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS
NEE,NextEra Energy,Utilities,Multi-Utilities,71.56,147155976192.0,21.23442,,3.37,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",76.9,115859849216.0,24.18239,,3.18,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE
NI,NiSource,Utilities,Multi-Utilities,37.3,17410856960.0,22.743902,,1.64,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NI
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,220.22,12571875328.0,27.12069,,8.12,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDSN
NSC,Norfolk Southern Railway,Industrials,Rail Transportation,255.3,57779748864.0,22.065687,,11.57,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NSC
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,112.29,22005471232.0,11.493346,,9.77,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS
NOC,Northrop Grumman,Industrials,Aerospace & Defense,487.27,70630760448.0,17.199787,,28.33,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",28.35,12465722368.0,24.868422,,1.14,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NCLH
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,102.44,20750862336.0,25.356436,,4.04,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NRG
NUE,Nucor,Materials,Steel,128.43,30157031424.0,15.198816,,8.45,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE
NVDA,Nvidia,Information Technology,Semiconductors,120.07,3052683657216.0,49.209015,,2.44,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVDA
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,8016.18,24919658496.0,15.831615,,506.34,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NVR
NXPI,NXP Semiconductors,Information Technology,Semiconductors,208.55,53004234752.0,19.937859,,10.46,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NXPI
ORLY,O'Reilly Auto Parts,Consumer Discretionary,Automotive Retail,1294.42,74727776256.0,32.079803,,40.35,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORLY
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,46.65,43773702144.0,12.780822,,3.65,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,185.61,39627362304.0,32.449303,,5.72,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ODFL
OMC,Omnicom Group,Communication Services,Advertising,86.79,17052585984.0,11.856557,,7.32,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC
ON,ON Semiconductor,Information Technology,Semiconductors,52.34,22286215168.0,12.987593,,4.03,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ON
OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,97.17,56645545984.0,20.586864,,4.72,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OKE
ORCL,Oracle Corporation,Information Technology,Application Software,170.06,475651014656.0,41.57946,,4.09,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,95.42,38116569088.0,23.444715,,4.07,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OTIS
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,110.88,58145472512.0,14.035442,,7.9,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,212.66,19097909248.0,23.81411,,8.93,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG
PLTR,Palantir Technologies,Information Technology,Internet Services & Infrastructure,82.49,187913879552.0,412.44998,,0.2,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLTR
PANW,Palo Alto Networks,Information Technology,Systems Software,184.42,121016401920.0,47.777203,,3.86,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PANW
PARA,Paramount Global,,Movies & Entertainment,10.88,7728977920.0,,,-9.06,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PARA
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,707.05,91011473408.0,29.204874,,24.21,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PH
PAYX,Paychex,Industrials,Human Resource & Employment Services,147.67,53170503680.0,31.08842,,4.75,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX
PAYC,Paycom,Industrials,Human Resource & Employment Services,207.56,11968324608.0,24.977135,,8.31,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYC
PYPL,PayPal,Financials,Transaction & Payment Processing Services,88.58,89797091328.0,21.396137,,4.14,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,103.68,17131151360.0,25.92,,4.0,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNR
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,150.69,208405790720.0,22.424109,,6.72,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEP
PFE,Pfizer,Health Care,Pharmaceuticals,26.52,150288580608.0,35.36,,0.75,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFE
PCG,PG&E Corporation,Utilities,Multi-Utilities,15.65,34328428544.0,12.2265625,,1.28,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCG
PM,Philip Morris International,Consumer Staples,Tobacco,130.2,202438852608.0,20.699522,,6.29,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,117.87,48679014400.0,15.05364,,7.83,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX
PNW,Pinnacle West,Utilities,Multi-Utilities,86.96,9887351808.0,16.345863,,5.32,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW
PNC,PNC Financial Services,Financials,Diversified Banks,200.95,79563538432.0,14.625182,,13.74,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNC
POOL,Pool Corporation,Consumer Discretionary,Distributors,344.25,13100605440.0,29.574741,,11.64,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=POOL
PPG,PPG Industries,Materials,Specialty Chemicals,115.38,26768158720.0,18.285261,,6.31,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPG
PPL,PPL Corporation,Utilities,Electric Utilities,33.6,24795791360.0,30.27027,,1.11,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PPL
PFG,Principal Financial Group,Financials,Life & Health Insurance,82.45,18858457088.0,,,-0.74,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PFG
PG,Procter & Gamble,Consumer Staples,Personal Care Products,165.99,389221646336.0,26.431528,,6.28,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,246.44,144367271936.0,17.11389,,14.4,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PGR
PLD,Prologis,Real Estate,Industrial REITs,119.25,110446362624.0,36.02719,,3.31,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD
PRU,Prudential Financial,Financials,Life & Health Insurance,120.76,42982227968.0,10.75334,,11.23,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PRU
PTC,PTC Inc.,Information Technology,Application Software,193.48,23286478848.0,62.21222,,3.11,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PTC
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,83.54,41621716992.0,20.525799,,4.07,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG
PSA,Public Storage,Real Estate,Self-Storage REITs,298.48,52288626688.0,30.994808,,9.63,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSA
PHM,PulteGroup,Consumer Discretionary,Homebuilding,113.78,23334230016.0,7.740136,,14.7,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PHM
QRVO,Qorvo,,Semiconductors,82.98,7750066688.0,296.35715,,0.28,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QRVO
QCOM,Qualcomm,Information Technology,Semiconductors,172.93,191155077120.0,19.235817,,8.99,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM
PWR,Quanta Services,Industrials,Construction & Engineering,307.61,45406924800.0,56.85952,,5.41,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PWR
DGX,Quest Diagnostics,Health Care,Health Care Services,163.1,18041307136.0,21.23698,,7.68,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",249.7,15505945600.0,23.780952,,10.5,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RL
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,168.48,34471006208.0,16.453125,,10.24,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RJF
O,Realty Income,Real Estate,Retail REITs,54.64,47821529088.0,52.038097,,1.05,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=O
REG,Regency Centers,Real Estate,Retail REITs,71.84,13118127104.0,33.88679,,2.12,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REG
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,672.98,73953771520.0,16.641443,,40.44,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=REGN
RF,Regions Financial Corporation,Financials,Regional Banks,24.64,22394408960.0,12.766839,,1.93,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RF
RSG,Republic Services,Industrials,Environmental & Facilities Services,216.87,67913273344.0,34.6992,,6.25,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RSG
RMD,ResMed,Health Care,Health Care Equipment,236.18,34670276608.0,27.851416,,8.48,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RMD
RVTY,Revvity,Health Care,Health Care Equipment,126.13,15350273024.0,60.349285,,2.09,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RVTY
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,278.43,31471777792.0,33.586246,,8.29,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROK
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,49.5,24079620096.0,51.030926,,0.97,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROL
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,575.65,61726375936.0,40.199024,,14.32,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROP
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,150.56,49674108928.0,23.710236,,6.35,,,,,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST
